CAGR,Annualized_Volatility,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Max_Drawdown,Average_Drawdown,Drawdown_Duration_Days,Win_Rate,Profit_Factor,Daily_VaR_95,Daily_CVaR_95,Daily_VaR_99,Daily_CVaR_99
0.13209954400451074,0.14324450328491928,0.9380838668872784,1.3375921608040644,0.7666942199027705,-0.17229756084669992,-0.048545871594726286,314.0,0.5409123823316437,1.1751088409053332,0.01412146609423337,0.02055502918052716,0.026037751600726855,0.033463304626940575
