regime_state,daily_count,percentage_days,average_daily_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,average_duration_days,worst_day_return,best_day_return,skewness,kurtosis,prob_staying,regime_label
0,194,0.14047791455467054,0.0016340582978971903,0.41178269107009197,0.12002075137894581,3.430929121331325,7.061348242262433,-0.04873043198974762,0.6082474226804123,14.923076923076923,-0.017281188010147552,0.038183073090219954,0.5916105390038696,2.5007577214688768,0.9329896907216495,Sideways Low Volatility
1,93,0.06734250543084722,0.001905464846638317,0.4801771413528559,0.1547187838717238,3.103547800317298,7.157094036905092,-0.03487862375023713,0.4838709677419355,9.3,-0.016767698414100085,0.03778379295615997,0.737696680351391,1.1374828199499714,0.9021739130434783,Bullish High Volatility
2,353,0.2556118754525706,-0.0013057459813026538,-0.3290479872882688,0.1386595181835403,-2.373064551203155,-3.3343870940577487,-0.3814069995780355,0.45325779036827196,6.921568627450981,-0.05929359941641077,0.033624236760035675,-1.0465489448245162,6.457292742556454,0.8555240793201133,Distribution / Risk-Off Regime
3,326,0.23606082548877624,0.0004527917918722843,0.11410353155181564,0.14815089831224673,0.7701845405711144,1.3524539565270166,-0.056351975931703366,0.5122699386503068,11.642857142857142,-0.03532558930400764,0.047423511101338356,0.22692609822923282,2.314999712860394,0.9141104294478528,Recovery Regime
4,296,0.21433743664011587,0.0033646238678924417,0.8478852147088953,0.09899647383472412,8.564802177948787,23.443185043209738,-0.015070680466717718,0.722972972972973,10.206896551724139,-0.015070680468092346,0.03254231769535276,0.6301858001686793,2.0975437295587804,0.902027027027027,Bullish Low Volatility
5,119,0.08616944243301955,-0.003701073187983678,-0.9326704433718869,0.20587214532600961,-4.530338195557991,-6.280884261893152,-0.3576537928948233,0.36134453781512604,8.5,-0.04778103847083648,0.026321935902047233,-0.341515011762321,0.3797227023543246,0.8823529411764706,Bearish High Volatility
