CAGR,Annualized_Volatility,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Max_Drawdown,Average_Drawdown,Drawdown_Duration_Days,Win_Rate,Profit_Factor,Daily_VaR_95,Daily_CVaR_95,Daily_VaR_99,Daily_CVaR_99,Downside_Deviation,Worst_Month
0.09933879265157075,0.1651113963855046,0.6566592689323362,0.9220045690740585,0.2584265711573627,-0.38439852452742085,-0.06981151117621029,727.0,0.5312577217692117,1.124382047296805,0.01556536335527492,0.023657694978933757,0.026379749115209128,0.04002047136492032,0.11759370016114726,3.5767075238163306
