Date,Strategy,Old_Weight,New_Weight,Rebalance_Size,Transaction_Cost
2010-06-21,Vol Targeting,0.6971520185298905,0.6948204380016542,0.0023315805282363433,3.497370792354515e-06
2010-06-22,Vol Targeting,0.6948204380016542,0.6819280200376502,0.012892417964003977,1.9338626946005965e-05
2010-06-23,Vol Targeting,0.6819280200376502,0.6721939476207618,0.009734072416888395,1.4601108625332594e-05
2010-06-24,Vol Targeting,0.6721939476207618,0.7797492327002113,0.10755528507944956,0.00016133292761917435
2010-06-25,Vol Targeting,0.7797492327002113,0.8266408621770311,0.046891629476819796,7.033744421522969e-05
2010-06-28,Vol Targeting,0.8266408621770311,0.8326511680399467,0.00601030586291551,9.015458794373265e-06
2010-06-29,Vol Targeting,0.8326511680399467,0.8341012697573976,0.001450101717450969,2.1751525761764533e-06
2010-06-30,Ema Crossover,0.0,1.0,1.0,0.0015
2010-06-30,Vol Targeting,0.8341012697573976,0.7932235959847614,0.04087767377263618,6.131651065895427e-05
2010-07-01,Vol Targeting,0.7932235959847614,0.8871716096014498,0.09394801361668836,0.00014092202042503255
2010-07-02,Vol Targeting,0.8871716096014498,0.8593381457374495,0.02783346386400032,4.175019579600048e-05
2010-07-05,Vol Targeting,0.8593381457374495,0.9070099343208766,0.04767178858342713,7.15076828751407e-05
2010-07-06,Vol Targeting,0.9070099343208766,0.9096656180446029,0.0026556837237262654,3.983525585589398e-06
2010-07-07,Vol Targeting,0.9096656180446029,1.0,0.09033438195539711,0.00013550157293309566
2010-07-09,Vol Targeting,1.0,0.9882886865924263,0.011711313407573698,1.7566970111360547e-05
2010-07-12,Vol Targeting,0.9882886865924263,1.0,0.011711313407573698,1.7566970111360547e-05
2010-10-18,Vol Targeting,1.0,0.9182551883426577,0.08174481165734226,0.0001226172174860134
2010-10-19,Vol Targeting,0.9182551883426577,0.932054465963963,0.013799277621305284,2.0698916431957926e-05
2010-10-20,Vol Targeting,0.932054465963963,0.9683127799000719,0.0362583139361089,5.438747090416335e-05
2010-10-21,Vol Targeting,0.9683127799000719,0.9591838137023561,0.00912896619771586,1.369344929657379e-05
2010-10-22,Vol Targeting,0.9591838137023561,0.8786758228276349,0.08050799087472116,0.00012076198631208174
2010-10-25,Vol Targeting,0.8786758228276349,0.8773072822521,0.0013685405755349267,2.05281086330239e-06
2010-10-26,Vol Targeting,0.8773072822521,0.8866859943340288,0.009378712081928864,1.4068068122893296e-05
2010-10-27,Vol Targeting,0.8866859943340288,0.8838212297568766,0.0028647645771522345,4.297146865728352e-06
2010-10-28,Vol Targeting,0.8838212297568766,0.8592635966454266,0.024557633111449984,3.683644966717497e-05
2010-10-29,Vol Targeting,0.8592635966454266,0.8633455213902091,0.004081924744782528,6.122887117173792e-06
2010-11-01,Vol Targeting,0.8633455213902091,0.8663396898623995,0.0029941684721903616,4.491252708285543e-06
2010-11-02,Vol Targeting,0.8663396898623995,0.8811062427082604,0.014766552845860925,2.214982926879139e-05
2010-11-03,Vol Targeting,0.8811062427082604,0.8825911232324194,0.0014848805241589602,2.2273207862384403e-06
2010-11-04,Vol Targeting,0.8825911232324194,0.8746345107525495,0.007956612479869896,1.1934918719804844e-05
2010-11-08,Vol Targeting,0.8746345107525495,0.8184668763444726,0.05616763440807693,8.42514516121154e-05
2010-11-09,Vol Targeting,0.8184668763444726,0.839411388474951,0.020944512130478432,3.141676819571765e-05
2010-11-10,Vol Targeting,0.839411388474951,0.8406809104461741,0.0012695219712230976,1.9042829568346465e-06
2010-11-11,Vol Targeting,0.8406809104461741,0.8383274012291388,0.0023535092170352545,3.530263825552882e-06
2010-11-12,Vol Targeting,0.8383274012291388,0.818272224462371,0.020055176766767824,3.0082765150151735e-05
2010-11-15,Vol Targeting,0.818272224462371,0.8463088047578128,0.02803658029544176,4.205487044316264e-05
2010-11-16,Vol Targeting,0.8463088047578128,0.8441935281852374,0.0021152765725753753,3.172914858863063e-06
2010-11-18,Vol Targeting,0.8441935281852374,0.824088857131177,0.02010467105406044,3.0157006581090662e-05
2010-11-19,Vol Targeting,0.824088857131177,0.824482509442097,0.00039365231092003405,5.904784663800511e-07
2010-11-22,Vol Targeting,0.824482509442097,0.7882314395304706,0.03625106991162641,5.437660486743962e-05
2010-11-23,Vol Targeting,0.7882314395304706,0.7411277897993204,0.04710364973115022,7.065547459672533e-05
2010-11-24,Vol Targeting,0.7411277897993204,0.7742780423685849,0.033150252569264516,4.972537885389678e-05
2010-11-25,Vol Targeting,0.7742780423685849,0.763424996083808,0.010853046284776902,1.6279569427165354e-05
2010-11-26,Vol Targeting,0.763424996083808,0.7616527538533887,0.0017722422304192742,2.6583633456289115e-06
2010-11-29,Vol Targeting,0.7616527538533887,0.7578191649329588,0.0038335889204299534,5.75038338064493e-06
2010-11-30,Vol Targeting,0.7578191649329588,0.739809303865216,0.018009861067742716,2.7014791601614075e-05
2010-12-01,Vol Targeting,0.739809303865216,0.7356676647114228,0.004141639153793286,6.21245873068993e-06
2010-12-02,Vol Targeting,0.7356676647114228,0.7072355664993395,0.028432098212083257,4.2648147318124885e-05
2010-12-03,Vol Targeting,0.7072355664993395,0.7291858446791001,0.021950278179760585,3.292541726964088e-05
2010-12-06,Vol Targeting,0.7291858446791001,0.7287295568416657,0.00045628783743434376,6.844317561515156e-07
2010-12-07,Vol Targeting,0.7287295568416657,0.7354055018910914,0.006675945049425702,1.0013917574138553e-05
2010-12-08,Vol Targeting,0.7354055018910914,0.792667575844188,0.05726207395309657,8.589311092964486e-05
2010-12-09,Vol Targeting,0.792667575844188,0.7802311541551025,0.012436421689085542,1.8654632533628314e-05
2010-12-10,Vol Targeting,0.7802311541551025,0.7401173877626851,0.04011376639241737,6.017064958862606e-05
2010-12-13,Vol Targeting,0.7401173877626851,0.7007114137244709,0.03940597403821422,5.910896105732133e-05
2010-12-14,Vol Targeting,0.7007114137244709,0.6987091864754273,0.002002227249043531,3.0033408735652967e-06
2010-12-15,Vol Targeting,0.6987091864754273,0.7263723232754142,0.027663136799986887,4.149470519998033e-05
2010-12-16,Vol Targeting,0.7263723232754142,0.7303653624721479,0.003993039196733661,5.989558795100492e-06
2010-12-20,Vol Targeting,0.7303653624721479,0.7676762663329268,0.037310903860778954,5.596635579116843e-05
2010-12-21,Vol Targeting,0.7676762663329268,0.7681732963031115,0.000497029970184637,7.455449552769555e-07
2010-12-22,Vol Targeting,0.7681732963031115,0.8038168829503055,0.035643586647194025,5.346537997079104e-05
2010-12-23,Vol Targeting,0.8038168829503055,0.8668153149145443,0.06299843196423882,9.449764794635823e-05
2010-12-24,Vol Targeting,0.8668153149145443,0.8974309535464893,0.03061563863194494,4.5923457947917415e-05
2010-12-27,Vol Targeting,0.8974309535464893,0.926042335224706,0.028611381678216752,4.291707251732513e-05
2010-12-28,Vol Targeting,0.926042335224706,0.9606659442774604,0.03462360905275441,5.193541357913162e-05
2010-12-29,Vol Targeting,0.9606659442774604,0.9856344456675133,0.02496850139005291,3.745275208507937e-05
2010-12-30,Vol Targeting,0.9856344456675133,1.0,0.014365554332486652,2.1548331498729977e-05
2010-12-31,Vol Targeting,1.0,0.9985280101809344,0.0014719898190656,2.2079847285984e-06
2011-01-03,Vol Targeting,0.9985280101809344,1.0,0.0014719898190656,2.2079847285984e-06
2011-01-10,Vol Targeting,1.0,0.9207096294865206,0.07929037051347942,0.00011893555577021914
2011-01-11,Vol Targeting,0.9207096294865206,0.9128779940469907,0.007831635439529916,1.1747453159294875e-05
2011-01-12,Vol Targeting,0.9128779940469907,0.9737109004259299,0.06083290637893923,9.124935956840885e-05
2011-01-13,Vol Targeting,0.9737109004259299,0.9048476505079792,0.06886324991795068,0.00010329487487692601
2011-01-14,Vol Targeting,0.9048476505079792,0.852339112918046,0.052508537589933235,7.876280638489986e-05
2011-01-17,Vol Targeting,0.852339112918046,0.8223442807470619,0.029994832170984087,4.499224825647613e-05
2011-01-18,Vol Targeting,0.8223442807470619,0.8437553729375922,0.02141109219053028,3.2116638285795416e-05
2011-01-19,Vol Targeting,0.8437553729375922,0.8117674472441808,0.031987925693411356,4.798188854011703e-05
2011-01-20,Vol Targeting,0.8117674472441808,0.8287972363848432,0.017029789140662333,2.55446837109935e-05
2011-01-21,Vol Targeting,0.8287972363848432,0.8232960207148127,0.005501215670030479,8.25182350504572e-06
2011-01-24,Vol Targeting,0.8232960207148127,0.8236016574487312,0.00030563673391847956,4.5845510087771937e-07
2011-01-25,Vol Targeting,0.8236016574487312,0.8155624671997698,0.008039190248961381,1.2058785373442072e-05
2011-01-27,Vol Targeting,0.8155624671997698,0.8072861947425557,0.008276272457214073,1.241440868582111e-05
2011-01-28,Vol Targeting,0.8072861947425557,0.788324172452695,0.01896202228986066,2.844303343479099e-05
2011-01-31,Vol Targeting,0.788324172452695,0.7953881714873284,0.007063999034633395,1.0595998551950092e-05
2011-02-01,Vol Targeting,0.7953881714873284,0.8127752184034859,0.017387046916157445,2.6080570374236168e-05
2011-02-02,Vol Targeting,0.8127752184034859,0.8124443957482846,0.000330822655201235,4.962339828018525e-07
2011-02-03,Vol Targeting,0.8124443957482846,0.8152878202774028,0.0028434245291181215,4.2651367936771825e-06
2011-02-04,Vol Targeting,0.8152878202774028,0.7474038869995222,0.06788393327788056,0.00010182589991682084
2011-02-07,Vol Targeting,0.7474038869995222,0.7137363476407137,0.03366753935880851,5.050130903821276e-05
2011-02-08,Vol Targeting,0.7137363476407137,0.7106776332967422,0.003058714343971536,4.588071515957304e-06
2011-02-09,Vol Targeting,0.7106776332967422,0.7360766526005544,0.025399019303812276,3.809852895571841e-05
2011-02-10,Vol Targeting,0.7360766526005544,0.7763985083026895,0.04032185570213509,6.0482783553202635e-05
2011-02-11,Vol Targeting,0.7763985083026895,0.7774017997405902,0.0010032914379006774,1.5049371568510162e-06
2011-02-14,Vol Targeting,0.7774017997405902,0.7945750978610318,0.01717329812044155,2.5759947180662325e-05
2011-02-15,Vol Targeting,0.7945750978610318,0.7090062619378327,0.08556883592319908,0.00012835325388479862
2011-02-16,Vol Targeting,0.7090062619378327,0.7280136779246158,0.019007415986783127,2.851112398017469e-05
2011-02-17,Vol Targeting,0.7280136779246158,0.7279840964105481,2.9581514067733572e-05,4.437227110160036e-08
2011-02-18,Vol Targeting,0.7279840964105481,0.7292744960758853,0.001290399665337283,1.9355994980059244e-06
2011-02-21,Vol Targeting,0.7292744960758853,0.7102340199731081,0.01904047610277726,2.856071415416589e-05
2011-02-22,Vol Targeting,0.7102340199731081,0.6973932353407613,0.012840784632346836,1.9261176948520253e-05
2011-02-23,Ema Crossover,1.0,0.0,1.0,0.0015
2011-02-23,Vol Targeting,0.6973932353407613,0.6925332086598189,0.00486002668094232,7.29004002141348e-06
2011-02-24,Vol Targeting,0.6925332086598189,0.7015104554056844,0.00897724674586542,1.346587011879813e-05
2011-02-25,Vol Targeting,0.7015104554056844,0.6349570294425795,0.06655342596310487,9.98301389446573e-05
2011-02-28,Vol Targeting,0.6349570294425795,0.636160252244601,0.001203222802021564,1.8048342030323462e-06
2011-03-01,Vol Targeting,0.636160252244601,0.6473436845932898,0.011183432348688793,1.677514852303319e-05
2011-03-03,Vol Targeting,0.6473436845932898,0.5667087249064313,0.08063495968685852,0.00012095243953028778
2011-03-04,Vol Targeting,0.5667087249064313,0.5815358130949042,0.014827088188472892,2.2240632282709338e-05
2011-03-07,Vol Targeting,0.5815358130949042,0.5816583173056546,0.00012250421075044038,1.8375631612566057e-07
2011-03-08,Vol Targeting,0.5816583173056546,0.58716455500056,0.005506237694905325,8.259356542357987e-06
2011-03-09,Vol Targeting,0.58716455500056,0.6162268363720577,0.02906228137149769,4.3593422057246534e-05
2011-03-10,Vol Targeting,0.6162268363720577,0.6162974731822912,7.063681023355972e-05,1.0595521535033959e-07
2011-03-11,Vol Targeting,0.6162974731822912,0.6313791415419996,0.015081668359708367,2.262250253956255e-05
2011-03-14,Vol Targeting,0.6313791415419996,0.6350553600141886,0.003676218472189019,5.514327708283528e-06
2011-03-15,Vol Targeting,0.6350553600141886,0.6263385377437749,0.008716822270413704,1.3075233405620556e-05
2011-03-16,Vol Targeting,0.6263385377437749,0.6203627253029536,0.005975812440821349,8.963718661232023e-06
2011-03-17,Vol Targeting,0.6203627253029536,0.6646272779216826,0.04426455261872908,6.639682892809363e-05
2011-03-18,Vol Targeting,0.6646272779216826,0.6548133006291103,0.009813977292572384,1.4720965938858577e-05
2011-03-21,Vol Targeting,0.6548133006291103,0.6421964868468968,0.012616813782213465,1.89252206733202e-05
2011-03-22,Vol Targeting,0.6421964868468968,0.6550419618154235,0.012845474968526727,1.926821245279009e-05
2011-03-23,Vol Targeting,0.6550419618154235,0.6647459277954055,0.009703965979982021,1.4555948969973032e-05
2011-03-24,Vol Targeting,0.6647459277954055,0.662150558159108,0.002595369636297584,3.893054454446376e-06
2011-03-25,Vol Targeting,0.662150558159108,0.6643018037185298,0.0021512455594218105,3.2268683391327157e-06
2011-03-28,Vol Targeting,0.6643018037185298,0.6294140345145675,0.034887769203962304,5.233165380594346e-05
2011-03-29,Vol Targeting,0.6294140345145675,0.736549986322133,0.10713595180756552,0.00016070392771134828
2011-03-30,Vol Targeting,0.736549986322133,0.7356940575087616,0.000855928813371376,1.283893220057064e-06
2011-03-31,Vol Targeting,0.7356940575087616,0.733193767802607,0.002500289706154568,3.750434559231852e-06
2011-04-01,Vol Targeting,0.733193767802607,0.8789374689230796,0.14574370112047252,0.00021861555168070879
2011-04-04,Vol Targeting,0.8789374689230796,0.8760612206869537,0.0028762482361258668,4.3143723541888e-06
2011-04-05,Vol Targeting,0.8760612206869537,0.8538167325014612,0.022244488185492517,3.336673227823878e-05
2011-04-06,Vol Targeting,0.8538167325014612,0.9078431802612825,0.05402644775982135,8.103967163973202e-05
2011-04-07,Vol Targeting,0.9078431802612825,0.9092780139388058,0.001434833677523284,2.152250516284926e-06
2011-04-08,Vol Targeting,0.9092780139388058,0.9060593670905638,0.003218646848242024,4.827970272363036e-06
2011-04-11,Ema Crossover,0.0,1.0,1.0,0.0015
2011-04-11,Vol Targeting,0.9060593670905638,0.9027083423223924,0.0033510247681713956,5.026537152257093e-06
2011-04-13,Vol Targeting,0.9027083423223924,0.8990616575983512,0.0036466847240411715,5.4700270860617575e-06
2011-04-15,Vol Targeting,0.8990616575983512,0.8633732951076116,0.03568836249073959,5.353254373610938e-05
2011-04-18,Vol Targeting,0.8633732951076116,0.8639469584795326,0.000573663371920996,8.604950578814941e-07
2011-04-19,Vol Targeting,0.8639469584795326,0.8169022044637904,0.04704475401574226,7.056713102361339e-05
2011-04-20,Vol Targeting,0.8169022044637904,0.8482896849458885,0.03138748048209816,4.7081220723147244e-05
2011-04-21,Vol Targeting,0.8482896849458885,0.8526039083289145,0.004314223383026006,6.471335074539009e-06
2011-04-25,Vol Targeting,0.8526039083289145,0.8585207559326523,0.005916847603737785,8.875271405606677e-06
2011-04-26,Vol Targeting,0.8585207559326523,0.8565848321060412,0.001935923826611119,2.9038857399166784e-06
2011-04-27,Vol Targeting,0.8565848321060412,0.8659899118010616,0.009405079695020357,1.4107619542530536e-05
2011-04-28,Vol Targeting,0.8659899118010616,0.8558503245536795,0.010139587247382065,1.5209380871073097e-05
2011-04-29,Vol Targeting,0.8558503245536795,0.9311312975363527,0.07528097298267322,0.00011292145947400984
2011-05-02,Vol Targeting,0.9311312975363527,0.9254970965889491,0.005634200947403634,8.451301421105451e-06
2011-05-03,Vol Targeting,0.9254970965889491,0.9252114060925298,0.00028569049641924416,4.2853574462886624e-07
2011-05-04,Vol Targeting,0.9252114060925298,0.843739457020914,0.08147194907161581,0.00012220792360742371
2011-05-05,Vol Targeting,0.843739457020914,0.8598268040054473,0.01608734698453329,2.4131020476799936e-05
2011-05-06,Vol Targeting,0.8598268040054473,0.8385298892444469,0.021296914761000374,3.1945372141500565e-05
2011-05-09,Vol Targeting,0.8385298892444469,0.8229545922677501,0.015575296976696795,2.3362945465045194e-05
2011-05-10,Vol Targeting,0.8229545922677501,0.8232686278842064,0.0003140356164562652,4.710534246843978e-07
2011-05-11,Vol Targeting,0.8232686278842064,0.8230829054970955,0.00018572238711089817,2.785835806663473e-07
2011-05-12,Vol Targeting,0.8230829054970955,0.8159299347271824,0.0071529707699130585,1.0729456154869587e-05
2011-05-13,Vol Targeting,0.8159299347271824,0.7998989751294608,0.016030959597721606,2.404643939658241e-05
2011-05-16,Vol Targeting,0.7998989751294608,0.7831977937157496,0.01670118141371124,2.5051772120566862e-05
2011-05-17,Vol Targeting,0.7831977937157496,0.8723756655683086,0.08917787185255899,0.00013376680777883848
2011-05-18,Ema Crossover,1.0,0.0,1.0,0.0015
2011-05-18,Vol Targeting,0.8723756655683086,0.8861051920553727,0.013729526487064159,2.0594289730596238e-05
2011-05-19,Vol Targeting,0.8861051920553727,0.9238165049637919,0.037711312908419115,5.656696936262867e-05
2011-05-20,Vol Targeting,0.9238165049637919,0.9250546056084075,0.0012381006446156029,1.8571509669234044e-06
2011-05-23,Vol Targeting,0.9250546056084075,1.0,0.07494539439159253,0.0001124180915873888
2011-05-24,Vol Targeting,1.0,0.9673722845210203,0.03262771547897969,4.8941573218469535e-05
2011-05-25,Vol Targeting,0.9673722845210203,0.9608273258282729,0.006544958692747405,9.817438039121107e-06
2011-05-26,Vol Targeting,0.9608273258282729,0.9586315943902847,0.0021957314379882353,3.293597156982353e-06
2011-05-27,Vol Targeting,0.9586315943902847,0.903272860961365,0.055358733428919615,8.303810014337943e-05
2011-05-30,Vol Targeting,0.903272860961365,0.8661440050255323,0.037128855935832705,5.569328390374906e-05
2011-06-01,Vol Targeting,0.8661440050255323,0.8681284534666823,0.0019844484411499774,2.9766726617249662e-06
2011-06-02,Vol Targeting,0.8681284534666823,0.7893974487639397,0.07873100470274264,0.00011809650705411395
2011-06-03,Vol Targeting,0.7893974487639397,0.8686030792426078,0.07920563047866813,0.0001188084457180022
2011-06-06,Vol Targeting,0.8686030792426078,0.8665987244951517,0.002004354747456083,3.0065321211841245e-06
2011-06-07,Vol Targeting,0.8665987244951517,0.9047986597489474,0.038199935253795614,5.729990288069342e-05
2011-06-08,Vol Targeting,0.9047986597489474,0.962328335291417,0.05752967554246968,8.629451331370453e-05
2011-06-09,Vol Targeting,0.962328335291417,0.95556075884704,0.006767576444377088,1.0151364666565633e-05
2011-06-10,Vol Targeting,0.95556075884704,0.9560099707861527,0.00044921193911273694,6.738179086691054e-07
2011-06-13,Vol Targeting,0.9560099707861527,0.9525636317181696,0.003446339067983084,5.169508601974626e-06
2011-06-14,Vol Targeting,0.9525636317181696,1.0,0.0474363682818304,7.11545524227456e-05
2011-06-21,Vol Targeting,1.0,0.9341551422876446,0.06584485771235538,9.876728656853306e-05
2011-06-22,Vol Targeting,0.9341551422876446,0.9646980907942253,0.03054294850658068,4.581442275987102e-05
2011-06-23,Vol Targeting,0.9646980907942253,1.0,0.035301909205774695,5.295286380866204e-05
2011-06-27,Vol Targeting,1.0,0.8579027368727606,0.14209726312723936,0.00021314589469085903
2011-06-28,Vol Targeting,0.8579027368727606,0.86404055185195,0.006137814979189304,9.206722468783957e-06
2011-06-29,Vol Targeting,0.86404055185195,0.8851998429987433,0.02115929114679338,3.173893672019007e-05
2011-06-30,Vol Targeting,0.8851998429987433,0.8701185547784425,0.01508128822030086,2.262193233045129e-05
2011-07-01,Vol Targeting,0.8701185547784425,0.9498661392620011,0.07974758448355868,0.00011962137672533802
2011-07-04,Vol Targeting,0.9498661392620011,0.9614472365414389,0.011581097279437791,1.7371645919156686e-05
2011-07-05,Vol Targeting,0.9614472365414389,0.9712351136722913,0.009787877130852385,1.4681815696278577e-05
2011-07-06,Vol Targeting,0.9712351136722913,0.9672866400123219,0.00394847365996942,5.92271048995413e-06
2011-07-07,Vol Targeting,0.9672866400123219,0.9695977148459205,0.002311074833598603,3.466612250397905e-06
2011-07-08,Vol Targeting,0.9695977148459205,0.9106372233891764,0.05896049145674409,8.844073718511613e-05
2011-07-11,Vol Targeting,0.9106372233891764,0.8759858618818412,0.034651361507335166,5.197704226100275e-05
2011-07-12,Vol Targeting,0.8759858618818412,0.8713610992757859,0.004624762606055377,6.937143909083066e-06
2011-07-13,Vol Targeting,0.8713610992757859,0.8235250928054193,0.047836006470366566,7.175400970554984e-05
2011-07-15,Vol Targeting,0.8235250928054193,0.8089874197044642,0.014537673100955106,2.180650965143266e-05
2011-07-18,Vol Targeting,0.8089874197044642,0.8258126786713179,0.016825258966853718,2.523788845028058e-05
2011-07-19,Vol Targeting,0.8258126786713179,0.8419140057117364,0.016101327040418445,2.4151990560627666e-05
2011-07-20,Vol Targeting,0.8419140057117364,0.8442997970972025,0.0023857913854661295,3.5786870781991943e-06
2011-07-21,Vol Targeting,0.8442997970972025,0.920942559353543,0.07664276225634048,0.00011496414338451072
2011-07-22,Vol Targeting,0.920942559353543,0.910090005584488,0.010852553769054918,1.627883065358238e-05
2011-07-25,Vol Targeting,0.910090005584488,0.872934683918355,0.037155321666133,5.5732982499199505e-05
2011-07-26,Vol Targeting,0.872934683918355,0.8723404460681281,0.0005942378502269419,8.913567753404129e-07
2011-07-27,Vol Targeting,0.8723404460681281,0.9272866767670593,0.05494623069893123,8.241934604839684e-05
2011-07-28,Vol Targeting,0.9272866767670593,0.9408351719326411,0.013548495165581764,2.0322742748372646e-05
2011-07-29,Vol Targeting,0.9408351719326411,0.9186241769420104,0.022210994990630728,3.331649248594609e-05
